German,English,Frequency
teller,Plate,2623
original,original,2623
revolution,revolution,2623
hitler,Hitler,2622
mädel,girl,2621
verbinden,connect,2620
nathan,nathan,2619
ermittlungen,investigations,2618
steck,plug,2618
wäsche,Laundry,2617
rätsel,mystery,2616
besonderen,special,2615
hunderte,hundreds,2613
versetzt,added,2612
bibel,Bible,2611
heiliger,holy,2608
reiß,tear,2608
kopie,Copy,2607
besitzen,have,2607
zeitungen,newspapers,2605
zurückgekommen,returned,2605
süßes,sweet,2604
barbara,barbara,2604
ungewöhnlich,unusual,2604
höhe,height,2603
geschaffen,created,2602
beschreiben,describe,2602
ausgesucht,select,2601
notwendig,necessary,2600
dunklen,dark,2599
ignorieren,to ignore,2598
toter,Dead,2598
deck,deck,2598
narr,fool,2596
scheißegal,I do not give a shit,2596
höchstens,at the most,2596
übersehen,overlook,2595
geirrt,wrong,2595
darunter,among them,2594
außen,Outside,2594
einzig,only,2592
stirbst,die,2591
lhren,NOT CONNECT,2591
spielchen,spielchen,2590
girl,girl,2588
fahrrad,bicycle,2588
nutte,hooker,2587
wilde,wild,2586
jordan,Jordan,2585
bequem,comfortable,2584
rauch,smoke,2584
verschiedenen,different,2584
kamst,came,2583
l,l,2582
betty,betty,2582
pool,pool,2580
hubschrauber,helicopter,2579
wüssten,know,2578
erstmal,for now,2576
kollege,colleague,2575
vernichtet,destroyed,2575
gesichter,faces,2575
derselbe,the same,2575
hattet,you had,2575
konto,account,2574
freie,free,2569
casey,casey,2569
haken,hook,2566
munition,ammunition,2566
sünde,sin,2566
militär,military,2565
gefasst,collected,2564
anzeichen,sign,2563
geklappt,folded,2562
hintergrund,background,2560
erwähnen,mention,2558
tipp,tip,2557
reißen,tear,2556
keins,no,2554
genial,ingenious,2554
berichte,reports,2553
kram,junk,2553
schnapp,snap,2553
solle,should,2552
randy,randy,2552
umziehen,move,2551
zunächst,first,2551
keinerlei,no,2551
typisch,typical,2549
bietet,provides,2548
leb,leb,2546
technologie,technology,2544
john-boy,john-boy,2544
ruinieren,ruin,2544
jünger,younger,2544
poirot,poirot,2543
umso,more,2543
starben,died,2543
rette,save,2541
triffst,hit,2541
unhöflich,not polite,2541
safe,safe,2540
anzurufen,call,2539
universität,university,2539
mai,May,2536
heben,to lift,2536
koch,cook,2534
derselben,the same,2534
katastrophe,catastrophe,2534
male,times,2534
olivia,olivia,2532
prüfung,exam,2531
brown,brown,2529
gesetze,laws,2527
meeting,meeting,2526
versicherung,insurance,2526
getragen,carried,2526
ehefrau,wife,2524
mitmachen,participate,2524
tauschen,To deceive,2524
ergebnisse,Results,2523
boston,Boston,2519
reg,reg,2518
einstellen,to adjust,2517
reagieren,react,2517
gefehlt,missing,2517
verwandeln,transform,2517
gedauert,lasted,2516
senden,send,2515
blair,blair,2514
reporter,reporter,2513
abgeben,submit,2513
mm,mm,2512
parker,parker,2512
anhören,listen to,2511
bibliothek,Library,2510
japan,Japan,2509
hinsetzen,sit down,2508
hannah,hannah,2508
serena,serena,2508
motiv,motive,2506
paige,paige,2504
schalten,switch,2503
derek,derek,2503
gewöhnen,accustom,2503
lernte,learned,2499
vereinigten,united,2496
gewicht,Weight,2495
zweiter,second,2494
badezimmer,bathroom,2492
schieben,push,2492
dreimal,3 times,2491
weich,soft,2491
echtes,real,2490
zweitens,Secondly,2490
drachen,dragon,2488
bahnhof,railway station,2487
erschöpft,exhausted,2487
genauer,more accurate,2487
verlange,demand,2485
spanisch,Spanish,2484
verrat,Treason,2483
hexen,witches,2482
live,live,2482
legende,legend,2482
taub,deaf,2482
freu,became,2481
konzert,concert,2480
hopp,hopp,2480
wiederzusehen,see again,2479
doppelt,double,2479
last,load,2479
vergleich,comparison,2479
böser,bad,2479
herzlich,warmly,2478
monica,monica,2477
taschen,bags,2474
genügt,enough,2474
besucher,visitors,2473
spanien,Spain,2473
großzügig,generously,2473
teddy,teddy,2473
hauses,house,2472
leihen,lend,2471
scheiden,divorce,2471
einstellung,attitude,2471
köstlich,delicious,2470
watson,watson,2469
einheiten,units,2469
wichtigen,important,2466
go,go,2465
warne,warning,2465
russland,Russia,2465
angeschossen,shot,2464
sammy,sammy,2463
pierre,pierre,2461
sklaven,slaves,2461
laune,mood,2459
gesamten,overall,2459
stille,silence,2459
asche,ash,2458
geflogen,flown,2456
spion,spy,2455
what,what,2455
aaron,aaron,2454
weihnachtsmann,Santa Claus,2454
hervorragend,outstanding,2453
can,can,2453
verärgert,upset,2453
puppe,Doll,2451
überfall,raid,2451
unwichtig,unimportant,2450
santa,santa,2450
linke,left,2449
übung,exercise,2449
buffy,buffy,2449
franzosen,French people,2446
wehgetan,hurt,2446
schwäche,weakness,2446
couch,couch,2446
cousine,cousin,2445
grant,grant,2443
atme,breathe,2442
irgendeinem,any,2442
unterstützt,supports,2442
oscar,oscar,2441
ausdruck,Expression,2439
pleite,broke,2438
beleidigt,offended,2438
knopf,stud,2438
stop,stop,2438
schlimme,bad,2437
beweist,proves,2437
katie,katie,2436
dramatische,dramatic,2434
heutigen,today,2432
leere,empty,2432
island,Iceland,2432
shane,shane,2431
daisy,daisy,2431
trinkst,drink,2430
heimlich,secretly,2430
eingehen,enter,2428
rad,wheel,2427
greift,attacks,2426
mächtig,powerful,2426
williams,williams,2425
sinnlos,senseless,2425
versaut,dirty,2425
netz,network,2422
atem,breath,2420
anstellen,do,2417
milliarden,billions,2417
flotte,fleet,2416
umgebung,Surroundings,2416
mitbringen,bring,2415
beteiligt,involved,2415
dunkeln,dark,2415
entwickeln,develop,2414
schämen,be ashamed,2412
erwachsene,adult,2412
zack,pow,2412
durchsuchen,search,2411
hollywood,Hollywood,2411
rollen,roll,2411
vergesst,forget,2409
tricks,tricks,2407
plätze,places,2407
gefangene,prisoner,2407
sünden,sins,2407
sender,Channel,2406
verlass,verlass,2403
räumen,clear,2402
lerne,learn,2400
rettet,save,2400
hinweise,hints,2399
ausreden,excuses,2399
alexander,Alexander,2399
mommy,mommy,2398
diejenige,the one,2398
nächte,nights,2397
herrscht,prevails,2395
bud,bud,2394
jahres,year,2394
dna,dna,2394
romantisch,romantic,2393
flüstert,whispers,2392
drück,suppressive,2392
jeremy,jeremy,2392
bedanken,thank,2391
verabredet,appointment,2390
pilot,pilot,2390
colt,colt,2389
nigger,nigger,2388
reizend,lovely,2387
grade,grade,2386
stanley,stanley,2385
leib,body,2385
stecke,put,2384
scheisse,Shit,2384
ärztin,doctor,2384
vergewaltigt,raped,2381
mußt,must,2381
lieferung,delivery,2380
botschafter,ambassador,2379
studieren,to study,2378
köpfe,heads,2377
duschen,to shower,2377
kopfschmerzen,a headache,2376
öl,oil,2376
knarre,rattle,2373
sekretärin,secretary,2373
phase,phase,2373
handschellen,handcuffs,2371
lewis,lewis,2371
versehen,Mistake,2369
bande,band,2368
treu,loyal to,2368
positiv,positive,2367
meiste,most,2366
museum,museum,2366
albtraum,nightmare,2366
margaret,margaret,2365
verlobt,engaged,2365
besiegt,defeated,2364
existieren,exist,2362
könne,could,2361
proben,rehearse,2360
beschissen,crappy,2360
gewinne,win,2359
personal,staff,2359
christian,Christian,2358
bewaffnet,armed,2358
fällen,make,2357
wecken,wake up,2356
wirkung,effect,2355
kurt,kurt,2355
connor,connor,2353
rebecca,rebecca,2353
therapie,therapy,2353
travis,travis,2352
amüsieren,amuse,2351
ordentlich,orderly,2351
weglaufen,run away,2350
aufgewacht,woke up,2349
nähern,draw closer,2348
decken,cover,2346
sinne,senses,2345
leutnant,lieutenant,2344
zauberer,wizard,2343
hogan,hogan,2343
bittet,asks,2343
ankunft,arrival,2340
klopft,knocking,2339
abstand,distance,2337
bewusstsein,awareness,2337
nation,nation,2337
kontrolliert,controlled,2336
treffer,hit,2336
abnehmen,lose weight,2336
ratten,rats,2333
anwälte,lawyers,2332
tempel,temple,2332
vergiftet,poisoned,2332
kunde,customer,2331
august,August,2330
wunden,sore,2330
unangenehm,unpleasant,2329
ausrüstung,equipment,2327
segen,blessing,2327
präsentiert,presents,2326
schließ,closing,2326
kehle,throat,2324
krone,Crown,2322
garantiert,guaranteed,2322
durchsucht,searched,2319
president,president,2319
tracy,tracy,2319
verfluchte,accursed,2318
bestimmten,certain,2318
clay,clay,2317
ladies,ladies,2317
b.,b.,2315
ladung,charge,2314
beinen,legs,2313
hell,bright,2312
kent,kent,2311
kapitel,chapter,2311
chase,chase,2310
benutze,use,2310
alibi,alibi,2310
ziele,aims,2309
bestie,beast,2308
gus,gus,2308
nirgends,nowhere,2308
wohnzimmer,living room,2308
beute,prey,2307
bau,construction,2306
brennen,burn,2305
lex,lex,2305
durst,thirst,2304
logan,logan,2303
schwarzer,black,2302
schmutzig,dirty,2302
liebhaber,Lover,2301
ersetzen,replace,2301
juli,July,2297
verfahren,process,2296
kirk,kirk,2295
stiefel,Boots,2294
inspector,inspector,2293
allzu,too,2292
camp,camp,2290
dürft,may,2289
orten,locate,2289
hitze,heat,2288
spielzeug,toy,2287
tv,tv,2287
gloria,gloria,2286
wolle,wool,2283
knurrt,growls,2283
meldet,reports,2282
rita,rita,2282
zone,Zone,2281
trocken,dry,2280
lincoln,lincoln,2280
schreibst,write,2280
audrey,audrey,2280
quinn,quinn,2280
probier,try,2279
le,le,2279
kids,kids,2278
unterschrieben,signed,2277
do,do,2277
heulen,howl,2276
entschlossen,determined,2275
paket,package,2274
gefiel,liked,2273
bekamen,got,2272
netten,nice,2271
geheime,secret,2270
jennifer,jennifer,2270
aktiviert,activated,2269
ausweg,way out,2268
hinweg,away,2268
schmuck,Jewellery,2268
ausgang,exit,2267
wunderschöne,beautiful,2266
zurückkommt,returns,2265
ann,ann,2265
illegal,illegal,2263
ferien,vacation,2261
persönlichen,personal,2261
geiseln,chastise,2260
segne,bless,2258
normaler,normal,2258
steuer,tax,2257
aufgepasst,watch out,2257
murphy,murphy,2256
raumschiff,spaceship,2256
dummen,stupid,2256
weißer,white,2256
ausbildung,training,2255
klavier,piano,2255
hauptsache,main thing,2254
admiral,admiral,2253
entgegen,opposite,2250
fasse,summarize,2249
strecke,route,2249
julian,Julian,2248
version,version,2247
hilfreich,helpful,2247
schweren,serious,2246
h,H,2246
jahrelang,for years,2246
leeren,to empty,2245
küste,coast,2244
baron,baron,2244
behörden,authorities,2244
grüße,greetings,2243
geklärt,clarified,2242
bruders,brother,2241
kaufte,bought,2241
stone,stone,2240
puls,Pulse,2240
blue,blue,2240
flur,Hall,2239
denselben,the same,2239
rettung,rescue,2239
widerlich,disgusting,2239
parkplatz,parking spot,2238
katzen,cats,2237
laster,vice,2235
sozusagen,so to speak,2235
mittwoch,Wednesday,2235
unschuldige,innocent,2234
abwarten,wait,2234
grandma,grandma,2233
florida,Florida,2233
re,re,2233
grünen,green,2233
könntet,could,2233
aufnahmen,Recordings,2232
vision,vision,2232
schauspielerin,actress,2229
passe,passe,2229
sing,sing,2228
glückliche,happy,2227
highschool,high school,2226
friedhof,graveyard,2226
irrtum,mistake,2225
klienten,client,2224
nervt,sucks,2224
leidet,suffers,2224
reverend,reverend,2223
trainieren,work out,2223
gegenwart,presence,2223
zurückbringen,return,2223
herman,herman,2223
protokoll,protocol,2223
studenten,students,2222
durchaus,absolutely,2221
grausam,horrible,2221
höchste,highest,2221
verwickelt,involved,2221
schmecken,taste,2220
klappen,Valves,2220
apropos,by the way,2219
liz,liz,2219
alfred,alfred,2218
ansonsten,otherwise,2218
wade,calf,2218
missverständnis,misunderstanding,2218
mitglieder,members,2217
motorrad,motorcycle,2216
mickey,mickey,2215
blicken,look,2215
glücklicher,fortunately,2213
hübschen,pretty,2212
dicke,thickness,2212
gewünscht,required,2211
gejagt,hunted,2210
diejenigen,those,2209
diskutieren,to discuss,2207
pinkeln,to pee,2207
huhn,chicken,2206
erheben,raise,2205
paradies,paradise,2205
tagebuch,diary,2205
möglichen,potential,2204
jenseits,beyond,2204
arschlöcher,assholes,2204
apartment,apartment,2204
mason,mason,2203
pfeift,whistles,2203
dieselben,the same,2203
wilden,wild,2202
vergaß,forgot,2202
enttäuschen,disappoint,2201
greg,greg,2201
konsequenzen,consequences,2200
fleck,spot,2200
macgyver,macgyver,2199
führerschein,driver's license,2199
online,on-line,2198
bete,pray,2197
verdächtige,suspicious,2197
enkel,grandson,2197
normalen,normal,2196
stift,pen,2194
interview,interview,2193
süßen,sweeten,2193
riesige,huge,2192
aussicht,view,2192
ned,ned,2191
wiederkommen,come back,2190
werbung,advertising,2188
warf,threw,2187
telefoniert,phone,2186
anblick,sight,2185
einzelnen,each,2182
teppich,carpet,2181
hielten,held,2180
handel,trade,2178
gekannt,known,2178
getrieben,driven,2176
trainer,Trainer,2176
scully,scully,2176
schuh,shoe,2176
bomben,bomb,2176
kämpfer,fighter,2174
victoria,victoria,2174
bedenken,concerns,2174
sitzung,meeting,2174
ken,ken,2171
sicheren,secure,2170
verkaufe,sell,2169
ron,ron,2168
tapfer,brave,2167
experiment,experiment,2167
besorge,get you,2167
tiefe,depth,2165
narren,fool,2165
abgeholt,picked up,2165
abhalten,discourage,2164
bestimmte,certain,2164
laufenden,current,2164
auftaucht,shows up,2163
school,school,2163
löschen,Clear,2161
tara,tare,2161
sebastian,sebastian,2160
mies,bad,2160
sarg,coffin,2159
r,r,2159
vertragen,tolerate,2158
gebissen,bitten,2158
geheimen,secret,2157
drinks,drinks,2157
schlief,fell asleep,2155
tradition,tradition,2155
soeben,just,2155
komische,comic,2154
schultz,schultz,2153
aufgehalten,stopped,2153
fähigkeit,ability,2152
attraktiv,attractive,2151
begriff,term,2150
versichere,assure,2150
schilde,shields,2150
legte,put,2149
mitteilen,tell,2149
sdh,sdh,2148
gemütlich,cozy,2146
muster,template,2145
versprach,promised,2145
überwachen,monitor,2144
eingeschlafen,fell asleep,2144
schlimmsten,worst,2144
verlierst,lose,2144
einzelne,separate,2144
vergib,forgive,2140
vorbeikommen,come round,2140
aua,ouch,2140
brüste,breasts,2140
sandwich,sandwich,2140
gewinner,winner,2139
verständnis,understanding,2139
g,G,2139
raymond,raymond,2136
papst,pope,2135
toast,toast,2134
matthew,matthew,2134
einsteigen,enter,2133
löwen,lions,2132
einsetzen,deploy,2132
gewinn,profit,2132
schüchtern,shy,2132
scheinst,seem,2131
pflanzen,plants,2131
green,green,2130
sheldon,sheldon,2130
christopher,christopher,2129
hätt,hätt,2128
coach,coach,2127
werte,values,2127
modell,model,2127
übernimmt,takes over,2126
walton,walton,2126
heftig,violently,2126
vorfall,incident,2126
motel,motel,2125
teams,teams,2124
irgendeinen,any,2124
müsstest,would have,2123
freier,free,2123
zirkus,circus,2122
ruhm,Fame,2121
zurzeit,for now,2121
ausmachen,turn off,2121
rezept,recipe,2121
töchter,daughters,2120
laute,Lute,2120
akzeptiert,accepted,2119
geschwindigkeit,speed,2119
beliebt,popular,2118
verpflichtet,Committed,2118
betrüger,deceiver,2118
lohnt,worth,2118
märchen,fairy tale,2116
blöder,stupid,2116
becky,becky,2116
wille,will,2115
hügel,hill,2114
königreich,kingdom,2114
dennis,dennis,2110
kehren,sweep,2110
baut,builds,2108
chinesen,chinese,2107
gesichert,secured,2107
michel,michel,2106
ruth,Ruth,2106
block,block,2104
belogen,lied to,2103
malen,to paint,2102
kofferraum,trunk,2102
road,road,2102
bursche,fellow,2102
erin,erin,2101
geständnis,confession,2101
ausgegangen,went out,2101
begreifen,understand,2101
dana,dana,2100
blitz,lightning,2099
löst,triggers,2097
furcht,fear,2097
jersey,jersey,2096
ernstes,serious,2096
verteilt,distributed,2095
bezüglich,in terms of,2095
faszinierend,fascinating,2094
aufmerksam,attentively,2093
aufregung,excitement,2093
wendy,wendy,2093
ethan,ethan,2092
orte,places,2092
entführung,kidnapping,2091
keucht,pants,2091
erhielt,received,2091
treue,loyalty,2090
felsen,rock,2088
malcolm,malcolm,2087
kurzen,short,2087
zorn,anger,2086
taucht,dive,2086
bestimmen,determine,2086
ausgesetzt,exposed,2086
zurückgeben,hand back,2086
verkehr,traffic,2086
bewiesen,demonstrated,2085
generation,generation,2084
liebste,favorite,2084
ausrichten,align,2082
ausnahme,exception,2082
ebene,level,2081
herrlich,gloriously,2080
stürzen,fall,2080
herausforderung,Challenge,2080
gefälligst,kindly,2079
farben,Colours,2078
geliebten,beloved,2077
ankommen,arrive,2077
tempo,tempo,2077
unterbrechen,interrupt,2077
kindes,child,2077
babe,babe,2075
erden,earth,2075
schrecklichen,terrible,2075
falsches,false,2075
täuschen,To deceive,2074
tal,valley,2074
irgendwer,anyone,2073
deins,yours,2072
witwe,widow,2070
sichern,to back up,2070
gerede,talk,2068
betrug,scam,2067
trauer,mourning,2067
anwesenheit,presence,2065
bilden,form,2065
gewachsen,grown,2065
ausflug,Excursion,2065
jill,jill,2065
verlaufen,run,2064
rand,edge,2064
kenny,kenny,2063
rechnen,count,2063
aufzug,elevator,2063
befragen,consult,2063
wegnehmen,take away,2063
abschied,farewell,2062
benötigen,need,2062
pst,shush,2061
amt,office,2060
reiche,rich,2060
otto,otto,2060
beginn,beginning,2060
daumen,thumb,2060
bestrafen,punish,2059
clarence,clarence,2058
weine,cry,2058
fremder,foreign,2057
sachte,gently,2056
identifiziert,identified,2051
gestehen,confess,2050
mac,mac,2050
owen,owen,2050
morris,morris,2050
riesig,huge,2049
entscheide,decide,2049
koma,coma,2049
